bank_name,review_text,rating,sentiment_score,review_date,thumbs_up,text_length,word_count,source,app_version,sentiment_label,month
Bank of Abyssinia,The app works perfectly for smooth experience.,5,0.336,2025-01-25,2,46,7,Google Play Store,1.3.12,positive,2025-01
Bank of Abyssinia,Disappointed with buggy updates issues.,2,-0.286,2025-08-20,0,39,5,Google Play Store,4.9.82,negative,2025-08
Awash Bank,The app works perfectly for useful features.,5,1.0,2025-12-02,8,44,7,Google Play Store,4.5.86,positive,2025-12
Bank of Abyssinia,Highly recommended for helpful support team.,5,0.847,2025-10-28,2,44,6,Google Play Store,3.7.66,positive,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best reliable service feature.,4,0.772,2025-11-20,4,66,10,Google Play Store,4.7.23,positive,2025-11
Bank of Abyssinia,Highly recommended for helpful support team.,4,0.94,2025-09-16,3,44,6,Google Play Store,1.8.78,positive,2025-09
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,0.802,2025-08-17,3,49,11,Google Play Store,2.5.57,positive,2025-08
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,0.866,2025-02-19,3,49,11,Google Play Store,4.8.24,positive,2025-02
Commercial Bank of Ethiopia,update issues is making the app unusable.,1,-0.598,2025-06-25,0,41,7,Google Play Store,2.9.56,negative,2025-06
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,4,0.901,2025-08-17,3,48,8,Google Play Store,2.2.11,positive,2025-08
Commercial Bank of Ethiopia,Please fix the login problems problem!,1,-0.627,2025-07-30,0,38,6,Google Play Store,1.6.4,negative,2025-07
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",2,-0.752,2025-03-29,1,53,7,Google Play Store,4.7.96,negative,2025-03
Awash Bank,I love how easy it is to do stable performance.,5,0.55,2025-09-08,0,47,10,Google Play Store,4.8.46,positive,2025-09
Bank of Abyssinia,Disappointed with poor connectivity issues.,1,-1.0,2025-11-05,0,43,5,Google Play Store,3.3.90,negative,2025-11
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,0.772,2025-04-26,2,52,7,Google Play Store,1.3.99,positive,2025-04
Dashen Bank,limited functionality is making the app unusable.,2,-0.496,2025-02-14,0,49,7,Google Play Store,4.9.58,negative,2025-02
Dashen Bank,The app keeps having problems with error messages.,2,-0.807,2025-11-08,0,50,8,Google Play Store,4.6.50,negative,2025-11
Dashen Bank,Please fix the complex navigation problem!,1,-0.343,2025-07-19,1,42,6,Google Play Store,1.8.71,negative,2025-07
Awash Bank,Excellent experience with helpful customer service.,5,0.602,2025-10-14,4,51,6,Google Play Store,2.0.27,positive,2025-10
Bank of Abyssinia,Please fix the buggy updates problem!,2,-0.489,2025-09-25,0,37,6,Google Play Store,3.7.57,negative,2025-09
Dashen Bank,Disappointed with error messages issues.,1,-0.531,2025-07-12,0,40,5,Google Play Store,2.9.97,negative,2025-07
Bank of Abyssinia,The app works perfectly for secure transactions.,4,0.488,2025-10-04,4,48,7,Google Play Store,3.6.24,positive,2025-10
Bank of Abyssinia,Highly recommended for user-friendly interface.,5,0.84,2025-04-11,5,47,5,Google Play Store,1.1.98,positive,2025-04
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,4,1.0,2025-07-13,3,63,9,Google Play Store,1.2.17,positive,2025-07
Bank of Abyssinia,The app works perfectly for smooth experience.,5,0.614,2025-01-23,4,46,7,Google Play Store,3.3.18,positive,2025-01
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,0.906,2025-04-24,3,48,10,Google Play Store,2.5.44,positive,2025-04
Awash Bank,I love how easy it is to do easy registration.,5,0.688,2025-03-27,6,46,10,Google Play Store,4.0.43,positive,2025-03
Awash Bank,Awash Bank has the best easy registration feature.,5,0.616,2025-10-26,4,50,8,Google Play Store,2.8.72,positive,2025-10
Dashen Bank,"Frustrated with limited functionality, needs immediate attention.",2,-0.615,2025-05-24,2,65,7,Google Play Store,1.5.46,negative,2025-05
Commercial Bank of Ethiopia,Please fix the app crashes frequently problem!,1,-0.245,2025-09-02,3,46,7,Google Play Store,1.2.67,negative,2025-09
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,4,0.91,2025-05-03,1,40,8,Google Play Store,4.4.15,positive,2025-05
Commercial Bank of Ethiopia,The app works perfectly for reliable service.,5,1.0,2025-10-21,4,45,7,Google Play Store,2.5.40,positive,2025-10
Bank of Abyssinia,Excellent experience with secure transactions.,5,1.0,2025-03-29,4,46,5,Google Play Store,2.9.89,positive,2025-03
Dashen Bank,The app keeps having problems with error messages.,2,-0.593,2025-05-15,0,50,8,Google Play Store,1.5.22,negative,2025-05
Bank of Abyssinia,Excellent experience with secure transactions.,4,1.0,2025-09-02,3,46,5,Google Play Store,1.8.58,positive,2025-09
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,4,1.0,2025-05-01,2,40,8,Google Play Store,2.6.55,positive,2025-05
Awash Bank,Awash Bank has the best easy registration feature.,5,0.865,2025-03-21,1,50,8,Google Play Store,2.4.18,positive,2025-03
Bank of Abyssinia,Excellent experience with secure transactions.,4,1.0,2025-06-08,4,46,5,Google Play Store,3.1.77,positive,2025-06
Commercial Bank of Ethiopia,Highly recommended for easy to use.,4,1.0,2025-10-24,3,35,6,Google Play Store,2.6.42,positive,2025-10
Dashen Bank,sync issues is making the app unusable.,2,-0.668,2025-11-20,0,39,7,Google Play Store,4.0.95,negative,2025-11
Bank of Abyssinia,The app works perfectly for secure transactions.,5,0.918,2025-03-22,4,48,7,Google Play Store,2.9.52,positive,2025-03
Commercial Bank of Ethiopia,Highly recommended for good customer support.,4,0.529,2025-05-25,4,45,6,Google Play Store,2.1.58,positive,2025-05
Awash Bank,Highly recommended for stable performance.,4,0.992,2025-01-04,3,42,5,Google Play Store,1.8.85,positive,2025-01
Commercial Bank of Ethiopia,The app works perfectly for good customer support.,5,0.309,2025-01-12,4,50,8,Google Play Store,4.4.21,positive,2025-01
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,2,-1.0,2025-01-01,2,43,6,Google Play Store,2.8.34,negative,2025-01
Commercial Bank of Ethiopia,Highly recommended for good customer support.,5,1.0,2025-03-02,2,45,6,Google Play Store,4.9.8,positive,2025-03
Bank of Abyssinia,Highly recommended for user-friendly interface.,5,0.611,2025-07-29,1,47,5,Google Play Store,1.1.45,positive,2025-07
Dashen Bank,Dashen Bank has the best quick setup feature.,5,0.715,2024-12-08,3,45,8,Google Play Store,4.6.6,positive,2024-12
Dashen Bank,Please fix the complex navigation problem!,1,-1.0,2025-03-17,0,42,6,Google Play Store,3.4.95,negative,2025-03
Bank of Abyssinia,The app works perfectly for smooth experience.,5,0.831,2025-05-15,2,46,7,Google Play Store,1.7.79,positive,2025-05
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",2,-0.154,2025-09-11,1,53,7,Google Play Store,2.3.17,negative,2025-09
Commercial Bank of Ethiopia,Excellent experience with convenient.,5,0.697,2025-01-13,2,37,4,Google Play Store,1.1.29,positive,2025-01
Dashen Bank,I love how easy it is to do modern design.,5,0.713,2025-01-24,5,42,10,Google Play Store,1.6.60,positive,2025-01
Commercial Bank of Ethiopia,Excellent experience with easy to use.,4,0.744,2024-12-30,1,38,6,Google Play Store,4.1.29,positive,2024-12
Bank of Abyssinia,Excellent experience with helpful support team.,5,0.962,2025-08-28,4,47,6,Google Play Store,3.6.1,positive,2025-08
Awash Bank,Highly recommended for easy registration.,4,0.369,2025-09-07,3,41,5,Google Play Store,3.9.14,positive,2025-09
Awash Bank,Awash Bank has the best useful features feature.,5,0.368,2024-12-20,4,48,8,Google Play Store,1.2.4,positive,2024-12
Bank of Abyssinia,I love how easy it is to do helpful support team.,4,1.0,2025-06-03,2,49,11,Google Play Store,3.2.80,positive,2025-06
Bank of Abyssinia,Disappointed with poor connectivity issues.,2,-0.734,2025-01-11,2,43,5,Google Play Store,2.7.55,negative,2025-01
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,1.0,2025-03-13,4,48,6,Google Play Store,1.2.38,positive,2025-03
Bank of Abyssinia,Excellent experience with secure transactions.,5,0.695,2025-08-18,4,46,5,Google Play Store,2.1.78,positive,2025-08
Bank of Abyssinia,"Frustrated with poor connectivity, needs immediate attention.",1,-0.796,2025-07-05,1,61,7,Google Play Store,4.0.66,negative,2025-07
Bank of Abyssinia,Excellent experience with helpful support team.,5,0.566,2025-09-29,0,47,6,Google Play Store,1.9.43,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,0.435,2025-06-20,6,60,9,Google Play Store,1.5.78,positive,2025-06
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",1,-0.511,2025-01-07,1,61,7,Google Play Store,4.4.33,negative,2025-01
Dashen Bank,Please fix the limited functionality problem!,2,-0.975,2025-07-03,0,45,6,Google Play Store,3.5.65,negative,2025-07
Bank of Abyssinia,I love how easy it is to do helpful support team.,5,1.0,2025-02-16,2,49,11,Google Play Store,3.2.12,positive,2025-02
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.773,2025-11-10,3,50,5,Google Play Store,2.2.14,positive,2025-11
Commercial Bank of Ethiopia,Disappointed with update issues issues.,2,-0.468,2025-08-06,0,39,5,Google Play Store,2.2.78,negative,2025-08
Bank of Abyssinia,Excellent experience with smooth experience.,5,0.382,2025-07-16,7,44,5,Google Play Store,3.4.59,positive,2025-07
Commercial Bank of Ethiopia,"Frustrated with update issues, needs immediate attention.",2,-0.495,2025-09-29,1,57,7,Google Play Store,3.9.61,negative,2025-09
Awash Bank,I love how easy it is to do easy registration.,4,0.743,2025-01-11,3,46,10,Google Play Store,4.0.33,positive,2025-01
Commercial Bank of Ethiopia,Excellent experience with convenient.,5,0.936,2025-08-11,2,37,4,Google Play Store,3.1.44,positive,2025-08
Awash Bank,I love how easy it is to do stable performance.,5,0.712,2025-09-08,2,47,10,Google Play Store,3.9.14,positive,2025-09
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,5,0.683,2025-03-11,2,60,10,Google Play Store,3.8.99,positive,2025-03
Dashen Bank,I love how easy it is to do quick setup.,5,0.872,2025-05-16,3,40,10,Google Play Store,4.0.91,positive,2025-05
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,1,-0.744,2025-03-17,4,43,6,Google Play Store,1.5.52,negative,2025-03
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.437,2025-06-10,3,48,6,Google Play Store,2.9.89,positive,2025-06
Bank of Abyssinia,poor connectivity is making the app unusable.,1,-1.0,2025-07-05,1,45,7,Google Play Store,1.0.28,negative,2025-07
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,0.909,2025-03-16,2,48,10,Google Play Store,3.5.42,positive,2025-03
Awash Bank,The app works perfectly for stable performance.,5,0.696,2025-03-30,0,47,7,Google Play Store,3.4.0,positive,2025-03
Commercial Bank of Ethiopia,app crashes frequently is making the app unusable.,1,-0.681,2025-01-02,1,50,8,Google Play Store,1.4.53,negative,2025-01
Dashen Bank,Excellent experience with quick setup.,5,0.947,2025-02-15,4,38,5,Google Play Store,4.5.60,positive,2025-02
Dashen Bank,Dashen Bank has the best quick setup feature.,5,1.0,2025-07-06,4,45,8,Google Play Store,3.8.8,positive,2025-07
Commercial Bank of Ethiopia,"Frustrated with update issues, needs immediate attention.",1,-0.815,2025-04-04,0,57,7,Google Play Store,4.8.48,negative,2025-04
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",1,-1.0,2024-12-07,2,61,7,Google Play Store,1.0.65,negative,2024-12
Dashen Bank,I love how easy it is to do modern design.,4,0.988,2025-10-05,2,42,10,Google Play Store,3.0.28,positive,2025-10
Awash Bank,Excellent experience with easy registration.,5,0.729,2025-07-01,6,44,5,Google Play Store,4.8.52,positive,2025-07
Bank of Abyssinia,buggy updates is making the app unusable.,2,-0.912,2025-05-02,0,41,7,Google Play Store,3.6.71,negative,2025-05
Bank of Abyssinia,high fees is making the app unusable.,2,-0.816,2025-10-26,2,37,7,Google Play Store,2.7.49,negative,2025-10
Bank of Abyssinia,The app works perfectly for smooth experience.,4,0.705,2025-06-23,2,46,7,Google Play Store,2.0.9,positive,2025-06
Bank of Abyssinia,The app keeps having problems with poor connectivity.,1,-0.776,2025-06-27,1,53,8,Google Play Store,1.9.94,negative,2025-06
Awash Bank,Excellent experience with easy registration.,4,0.738,2025-08-16,4,44,5,Google Play Store,3.4.57,positive,2025-08
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,0.635,2025-09-16,1,61,11,Google Play Store,4.6.72,positive,2025-09
Commercial Bank of Ethiopia,The app keeps having problems with slow loading time.,2,-0.465,2025-01-29,1,53,9,Google Play Store,4.0.60,negative,2025-01
Bank of Abyssinia,The app works perfectly for smooth experience.,4,0.974,2025-08-12,6,46,7,Google Play Store,3.4.33,positive,2025-08
Awash Bank,The app works perfectly for stable performance.,5,0.821,2025-09-15,3,47,7,Google Play Store,1.3.13,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best fast money transfer feature.,5,0.613,2025-05-25,3,69,11,Google Play Store,3.6.9,positive,2025-05
Commercial Bank of Ethiopia,The app keeps having problems with connection errors.,1,-1.0,2025-05-12,0,53,8,Google Play Store,4.0.70,negative,2025-05
Dashen Bank,Highly recommended for quick setup.,5,0.515,2024-12-17,6,35,5,Google Play Store,1.1.20,positive,2024-12
Dashen Bank,I love how easy it is to do innovative features.,4,0.769,2025-01-17,5,48,10,Google Play Store,2.5.32,positive,2025-01
Bank of Abyssinia,Excellent experience with helpful support team.,4,0.916,2025-08-15,2,47,6,Google Play Store,3.4.99,positive,2025-08
Dashen Bank,I love how easy it is to do modern design.,5,0.994,2025-06-02,3,42,10,Google Play Store,2.7.44,positive,2025-06
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best easy to use feature.,5,1.0,2025-10-09,3,61,11,Google Play Store,1.3.49,positive,2025-10
Bank of Abyssinia,The app works perfectly for secure transactions.,5,0.641,2025-03-08,3,48,7,Google Play Store,4.7.95,positive,2025-03
Dashen Bank,Dashen Bank has the best modern design feature.,5,0.486,2025-10-22,0,47,8,Google Play Store,4.6.14,positive,2025-10
Dashen Bank,Disappointed with error messages issues.,2,-0.547,2025-02-15,0,40,5,Google Play Store,1.1.61,negative,2025-02
Bank of Abyssinia,Please fix the buggy updates problem!,1,-0.985,2025-10-12,0,37,6,Google Play Store,1.3.90,negative,2025-10
Bank of Abyssinia,Highly recommended for user-friendly interface.,5,1.0,2025-11-29,1,47,5,Google Play Store,2.5.54,positive,2025-11
Awash Bank,Highly recommended for stable performance.,4,0.672,2025-09-21,2,42,5,Google Play Store,1.2.5,positive,2025-09
Dashen Bank,"Frustrated with limited functionality, needs immediate attention.",1,-0.321,2025-09-07,1,65,7,Google Play Store,4.7.94,negative,2025-09
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,4,0.802,2025-11-17,6,63,9,Google Play Store,2.9.80,positive,2025-11
Commercial Bank of Ethiopia,"Frustrated with slow loading time, needs immediate attention.",2,-0.65,2025-03-26,0,61,8,Google Play Store,1.9.82,negative,2025-03
Bank of Abyssinia,Highly recommended for helpful support team.,5,0.725,2025-03-12,6,44,6,Google Play Store,4.9.50,positive,2025-03
Bank of Abyssinia,The app keeps having problems with transaction failures.,1,-0.981,2025-06-01,1,56,8,Google Play Store,2.5.58,negative,2025-06
Bank of Abyssinia,The app works perfectly for helpful support team.,4,0.699,2025-11-12,2,49,8,Google Play Store,1.8.61,positive,2025-11
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,5,0.835,2024-12-09,1,60,10,Google Play Store,3.4.43,positive,2024-12
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",2,-0.659,2025-07-24,2,53,7,Google Play Store,4.2.16,negative,2025-07
Bank of Abyssinia,I love how easy it is to do user-friendly interface.,4,0.816,2025-09-01,4,52,10,Google Play Store,4.1.52,positive,2025-09
Bank of Abyssinia,Excellent experience with helpful support team.,4,1.0,2025-06-05,7,47,6,Google Play Store,4.2.48,positive,2025-06
Commercial Bank of Ethiopia,The app keeps having problems with slow loading time.,1,-0.332,2025-02-05,1,53,9,Google Play Store,1.6.72,negative,2025-02
Bank of Abyssinia,Disappointed with transaction failures issues.,2,-0.312,2025-04-01,3,46,5,Google Play Store,3.0.17,negative,2025-04
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,4,0.284,2025-04-08,1,40,11,Google Play Store,4.4.25,positive,2025-04
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,0.644,2025-07-04,4,60,9,Google Play Store,1.0.99,positive,2025-07
Awash Bank,Excellent experience with stable performance.,5,0.669,2025-05-21,3,45,5,Google Play Store,1.3.37,positive,2025-05
Commercial Bank of Ethiopia,update issues is making the app unusable.,1,-1.0,2025-02-04,0,41,7,Google Play Store,4.3.7,negative,2025-02
Dashen Bank,Dashen Bank has the best good security feature.,5,0.552,2025-01-29,5,47,8,Google Play Store,3.6.21,positive,2025-01
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,1.0,2025-05-20,2,40,11,Google Play Store,4.9.31,positive,2025-05
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.731,2025-07-22,6,59,9,Google Play Store,1.7.39,positive,2025-07
Bank of Abyssinia,The app keeps having problems with transaction failures.,2,-0.817,2025-11-01,2,56,8,Google Play Store,4.7.22,negative,2025-11
Dashen Bank,Please fix the complex navigation problem!,1,-0.465,2025-02-25,0,42,6,Google Play Store,3.0.96,negative,2025-02
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,5,1.0,2025-07-21,4,57,9,Google Play Store,2.1.90,positive,2025-07
Bank of Abyssinia,Highly recommended for user-friendly interface.,5,0.488,2025-07-25,6,47,5,Google Play Store,2.6.18,positive,2025-07
Dashen Bank,Disappointed with limited functionality issues.,1,-0.563,2025-09-19,0,47,5,Google Play Store,4.9.17,negative,2025-09
Awash Bank,Please fix the slow transactions problem!,1,-0.096,2025-06-05,0,41,6,Google Play Store,4.9.48,neutral,2025-06
Commercial Bank of Ethiopia,The app keeps having problems with app crashes frequently.,1,-0.446,2025-11-26,1,58,9,Google Play Store,1.3.89,negative,2025-11
Bank of Abyssinia,Excellent experience with smooth experience.,4,0.759,2025-07-30,4,44,5,Google Play Store,1.5.81,positive,2025-07
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.493,2025-07-18,6,59,9,Google Play Store,4.4.87,positive,2025-07
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,0.999,2025-08-30,2,52,7,Google Play Store,4.1.69,positive,2025-08
Commercial Bank of Ethiopia,update issues is making the app unusable.,2,-0.466,2024-12-27,2,41,7,Google Play Store,1.6.59,negative,2024-12
Awash Bank,I love how easy it is to do helpful customer service.,5,0.556,2025-06-30,2,53,11,Google Play Store,3.9.66,positive,2025-06
Commercial Bank of Ethiopia,Highly recommended for reliable service.,5,1.0,2025-10-02,4,40,5,Google Play Store,3.9.1,positive,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.793,2025-03-19,1,71,11,Google Play Store,3.5.66,positive,2025-03
Commercial Bank of Ethiopia,connection errors is making the app unusable.,2,-1.0,2025-11-06,0,45,7,Google Play Store,3.6.65,negative,2025-11
Commercial Bank of Ethiopia,Excellent experience with reliable service.,5,0.685,2025-03-19,2,43,5,Google Play Store,2.2.61,positive,2025-03
Dashen Bank,Disappointed with complex navigation issues.,2,-0.754,2025-06-20,1,44,5,Google Play Store,3.1.98,negative,2025-06
Bank of Abyssinia,The app keeps having problems with high fees.,1,-0.598,2025-02-05,1,45,8,Google Play Store,3.8.98,negative,2025-02
Awash Bank,"Frustrated with outdated interface, needs immediate attention.",1,-0.428,2025-03-05,0,62,7,Google Play Store,2.7.1,negative,2025-03
Dashen Bank,Highly recommended for innovative features.,5,0.388,2025-03-16,5,43,5,Google Play Store,1.3.89,positive,2025-03
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,0.6,2025-02-14,8,46,10,Google Play Store,2.7.71,positive,2025-02
Dashen Bank,Please fix the limited functionality problem!,1,-0.388,2025-08-22,0,45,6,Google Play Store,3.3.61,negative,2025-08
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,5,0.561,2025-09-28,1,60,10,Google Play Store,3.9.44,positive,2025-09
Commercial Bank of Ethiopia,"Frustrated with slow loading time, needs immediate attention.",2,-0.631,2025-07-25,1,61,8,Google Play Store,1.7.16,negative,2025-07
Dashen Bank,error messages is making the app unusable.,2,-0.804,2025-02-22,0,42,7,Google Play Store,3.1.85,negative,2025-02
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,0.886,2025-03-06,4,34,4,Google Play Store,4.7.47,positive,2025-03
Dashen Bank,The app works perfectly for quick setup.,5,0.621,2025-09-09,3,40,7,Google Play Store,3.0.28,positive,2025-09
Bank of Abyssinia,"Frustrated with transaction failures, needs immediate attention.",2,-1.0,2025-11-11,1,64,7,Google Play Store,2.7.63,negative,2025-11
Dashen Bank,The app works perfectly for good security.,5,1.0,2025-11-28,2,42,7,Google Play Store,1.8.1,positive,2025-11
Dashen Bank,limited functionality is making the app unusable.,1,-0.447,2025-10-08,1,49,7,Google Play Store,2.9.46,negative,2025-10
Bank of Abyssinia,I love how easy it is to do helpful support team.,4,0.595,2025-06-02,3,49,11,Google Play Store,1.8.61,positive,2025-06
Commercial Bank of Ethiopia,Highly recommended for fast money transfer.,5,0.351,2025-01-13,4,43,6,Google Play Store,4.8.3,positive,2025-01
Dashen Bank,The app works perfectly for quick setup.,5,0.511,2025-01-16,5,40,7,Google Play Store,3.6.43,positive,2025-01
Awash Bank,Awash Bank has the best useful features feature.,5,0.478,2025-09-29,0,48,8,Google Play Store,2.1.48,positive,2025-09
Commercial Bank of Ethiopia,update issues is making the app unusable.,2,-1.0,2025-11-19,2,41,7,Google Play Store,3.2.1,negative,2025-11
Awash Bank,I love how easy it is to do useful features.,4,0.718,2025-06-28,1,44,10,Google Play Store,3.9.95,positive,2025-06
Bank of Abyssinia,Excellent experience with helpful support team.,5,1.0,2024-12-24,2,47,6,Google Play Store,3.5.43,positive,2024-12
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,4,1.0,2025-08-19,4,50,11,Google Play Store,3.9.4,positive,2025-08
Awash Bank,Disappointed with slow transactions issues.,2,-0.249,2025-11-14,0,43,5,Google Play Store,2.4.92,negative,2025-11
Bank of Abyssinia,buggy updates is making the app unusable.,2,-0.449,2025-10-01,1,41,7,Google Play Store,3.8.23,negative,2025-10
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,5,0.967,2025-06-17,1,46,6,Google Play Store,3.0.18,positive,2025-06
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,4,0.673,2025-04-29,3,45,10,Google Play Store,4.1.87,positive,2025-04
Dashen Bank,Highly recommended for innovative features.,5,1.0,2025-01-01,5,43,5,Google Play Store,2.9.14,positive,2025-01
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,5,0.752,2025-01-09,3,57,9,Google Play Store,1.6.63,positive,2025-01
Commercial Bank of Ethiopia,Highly recommended for easy to use.,5,0.485,2025-08-06,3,35,6,Google Play Store,3.9.68,positive,2025-08
Bank of Abyssinia,Bank of Abyssinia has the best smooth experience feature.,5,0.516,2025-01-05,1,57,9,Google Play Store,3.1.96,positive,2025-01
Dashen Bank,Highly recommended for innovative features.,5,1.0,2025-02-12,4,43,5,Google Play Store,4.6.20,positive,2025-02
Dashen Bank,Dashen Bank has the best quick setup feature.,5,0.551,2025-04-05,2,45,8,Google Play Store,4.6.12,positive,2025-04
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,0.413,2025-06-08,5,34,4,Google Play Store,4.0.14,positive,2025-06
Dashen Bank,error messages is making the app unusable.,2,-0.288,2025-05-19,1,42,7,Google Play Store,3.3.75,negative,2025-05
Bank of Abyssinia,The app keeps having problems with high fees.,1,-0.458,2025-07-24,1,45,8,Google Play Store,2.7.14,negative,2025-07
Dashen Bank,Excellent experience with good security.,4,0.62,2025-10-09,4,40,5,Google Play Store,2.1.97,positive,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,1.0,2025-05-13,2,71,11,Google Play Store,3.5.44,positive,2025-05
Commercial Bank of Ethiopia,Highly recommended for reliable service.,4,0.607,2025-07-17,5,40,5,Google Play Store,3.2.4,positive,2025-07
Commercial Bank of Ethiopia,The app keeps having problems with connection errors.,2,-0.422,2025-10-23,0,53,8,Google Play Store,3.3.84,negative,2025-10
Commercial Bank of Ethiopia,Excellent experience with good customer support.,4,1.0,2025-02-18,3,48,6,Google Play Store,1.7.94,positive,2025-02
Dashen Bank,Dashen Bank has the best innovative features feature.,4,0.542,2025-10-10,5,53,8,Google Play Store,3.4.64,positive,2025-10
Awash Bank,The app works perfectly for helpful customer service.,5,0.948,2025-05-11,4,53,8,Google Play Store,1.8.74,positive,2025-05
Commercial Bank of Ethiopia,The app works perfectly for good customer support.,4,0.625,2025-04-23,2,50,8,Google Play Store,4.7.2,positive,2025-04
Awash Bank,"Frustrated with outdated interface, needs immediate attention.",2,-0.219,2025-09-12,0,62,7,Google Play Store,4.5.47,negative,2025-09
Dashen Bank,Disappointed with error messages issues.,1,-0.549,2025-10-22,1,40,5,Google Play Store,1.0.19,negative,2025-10
Dashen Bank,The app keeps having problems with sync issues.,1,-0.795,2025-04-01,3,47,8,Google Play Store,2.9.8,negative,2025-04
Awash Bank,The app works perfectly for helpful customer service.,4,0.578,2025-02-13,2,53,8,Google Play Store,1.3.99,positive,2025-02
Commercial Bank of Ethiopia,The app works perfectly for good customer support.,5,0.51,2025-10-22,5,50,8,Google Play Store,2.7.25,positive,2025-10
Commercial Bank of Ethiopia,Excellent experience with easy to use.,5,0.682,2025-09-05,0,38,6,Google Play Store,2.3.33,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,5,0.767,2025-10-21,2,71,11,Google Play Store,1.1.37,positive,2025-10
Commercial Bank of Ethiopia,Please fix the connection errors problem!,2,-0.557,2025-01-20,0,41,6,Google Play Store,3.6.14,negative,2025-01
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best reliable service feature.,5,1.0,2025-04-27,3,66,10,Google Play Store,3.3.71,positive,2025-04
Awash Bank,The app works perfectly for useful features.,4,0.757,2025-11-15,3,44,7,Google Play Store,4.5.46,positive,2025-11
Commercial Bank of Ethiopia,app crashes frequently is making the app unusable.,1,-0.708,2024-12-22,2,50,8,Google Play Store,4.8.56,negative,2024-12
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",1,-1.0,2025-11-09,0,53,7,Google Play Store,4.6.97,negative,2025-11
Awash Bank,outdated interface is making the app unusable.,2,-0.662,2024-12-24,0,46,7,Google Play Store,2.0.57,negative,2024-12
Commercial Bank of Ethiopia,The app works perfectly for convenient.,4,0.646,2025-04-30,1,39,6,Google Play Store,3.4.4,positive,2025-04
Dashen Bank,The app keeps having problems with limited functionality.,2,-0.602,2025-06-21,1,57,8,Google Play Store,4.3.87,negative,2025-06
Awash Bank,The app works perfectly for stable performance.,4,0.581,2025-02-21,3,47,7,Google Play Store,2.4.29,positive,2025-02
Dashen Bank,Dashen Bank has the best good security feature.,5,0.8,2025-03-21,1,47,8,Google Play Store,2.2.49,positive,2025-03
Commercial Bank of Ethiopia,The app works perfectly for good customer support.,5,0.398,2025-07-27,2,50,8,Google Play Store,2.8.96,positive,2025-07
Commercial Bank of Ethiopia,Please fix the login problems problem!,2,-1.0,2025-10-10,1,38,6,Google Play Store,1.1.86,negative,2025-10
